symbol,name,sector,start_date,end_date
PEGA,Pegasystems,Information Technology,2025-05-22,
PEN,"Penumbra, Inc.",Health Care,2019-09-23,
PENN,Penn National Gaming,,2018-10-10,2021-03-22
PENN,Penn National Gaming,,2022-09-19,2024-06-24
PETM,PetSmart,,2012-01-13,2012-10-04
PFGC,Performance Food Group,Consumer Staples,2021-09-03,
PGNY,Progyny Inc.,,2021-04-20,2024-09-23
PII,Polaris,Consumer Discretionary,2012-01-13,
PINS,Pinterest,Communication Services,2025-12-22,
PK,Park Hotels & Resorts,Real Estate,2019-09-18,
PKG,Packaging Corporation of America,,2012-01-13,2017-07-26
PLCM,Polycom,,2012-01-13,2016-09-30
PLNT,Planet Fitness,Consumer Discretionary,2023-06-19,
PLT,Plantronics,,2012-01-13,2019-12-10
PNFP,Pinnacle Financial Partners,Financials,2017-06-19,
PNR,Pentair,,2012-01-13,2012-09-28
PNRA,Panera Bread,,2012-01-13,2017-07-12
POL,PolyOne,,2014-04-30,
POOL,Pool Corporation,,2016-01-27,2020-10-07
POR,Portland General Electric,Utilities,2022-06-29,
POST,Post Holdings,Consumer Staples,2012-02-03,
POWI,Power Integrations,,2021-12-20,2025-12-22
PPC,Pilgrim's Pride,Consumer Staples,2019-09-23,
PR,Permian Resources,Energy,2023-09-18,
PRAH,PRA Health Sciences,,2018-05-31,2021-07-02
PRG,PROG Holdings,,2012-01-13,2022-04-06
PRGO,Perrigo,,2021-09-20,2025-12-22
PRI,Primerica,Financials,2013-02-12,
PRSP,Perspecta Inc.,,2012-01-13,2021-05-07
PRXL,PAREXEL,,2012-01-13,2017-10-02
PSB,PS Business Parks,,2012-01-13,2022-07-20
PSN,Parsons Corporation,Industrials,2024-09-23,
PSS,Collective Brands,,2012-01-13,2012-10-01
PSTG,Pure Storage,,2024-01-05,
PTC,PTC Inc.,,2012-01-13,2021-04-20
PTEN,Patterson-UTI Energy,,2012-01-13,2020-05-26
PVH,PVH Corp.,Consumer Discretionary,2022-09-19,
PVTB,PrivateBancorp,,2016-03-01,2017-06-26
PXP,Plains Exploration & Production,,2012-01-13,2013-05-30
PZZA,Papa John's,,2012-01-13,2023-09-18
QCP,Quality Care Properties,,2016-11-01,2018-08-01
QDEL,Quidel Corp,,2020-06-22,2024-07-26
QEP,QEP Resources,,2012-01-13,2019-09-23
QLGC,QLogic,,2012-01-13,2013-06-21
QLYS,Qualys,Information Technology,2020-06-22,
QRVO,Qorvo,,2012-01-13,2015-06-11
R,Ryder,Industrials,2017-06-19,
RAH,Ralcorp,,2012-01-13,2013-01-29
RAMP,LiveRamp,,2012-01-13,2022-06-21
RAX,Rackspace,,2012-01-13,2016-11-03
RBA,RB Global,Industrials,2024-06-24,
RBC,RBC Bearings,Industrials,2023-09-18,
RCII,Rent-A-Center,,2012-01-13,2016-02-09
RCM,R1 RCM,,2021-05-07,2024-11-20
RDC,Rowan,,2014-08-18,
RE,Everest Re,,2012-01-13,2017-06-19
REG,Regency Centers,,2012-01-13,2017-03-02
REGN,Regeneron Pharmaceuticals,,2012-01-13,2013-04-30
REXR,Rexford Industrial Realty,Real Estate,2020-08-03,
REZI,Resideo Technologies,,2012-01-13,2020-06-22
RGA,Reinsurance Group of America,Financials,2012-01-13,
RGEN,Repligen,Health Care,2019-09-23,
RGLD,Royal Gold,Materials,2012-01-13,
RGS,Regis,,2012-01-13,2013-12-20
RH,RH,Consumer Discretionary,2016-04-06,2017-02-03
RH,RH,Consumer Discretionary,2019-12-26,
RIG,Transocean,,2017-07-26,2020-09-21
RJF,Raymond James Financial,,2012-01-13,2017-03-20
RLGY,Realogy,,2018-09-20,2019-06-04
RLI,RLI Corp.,Financials,2019-11-27,
RMBS,Rambus,Information Technology,2023-12-18,
RMD,ResMed,,2012-01-13,2017-07-26
RNR,RenaissanceRe,Financials,2014-01-02,
ROIV,Roivant Sciences,Health Care,2024-04-01,
ROKU,"Roku, Inc.",Communication Services,2026-06-22,
ROVI,Rovi,,2012-01-13,2015-11-18
RPM,RPM International,Materials,2012-01-13,
RRC,Range Resources,Energy,2018-06-18,2019-09-23
RRC,Range Resources,Energy,2022-03-02,
RRD,R.R. Donnelley,,2012-12-11,2016-09-27
RRX,Regal Rexnord,Industrials,2012-01-13,
RS,"Reliance, Inc.",Materials,2012-01-13,
RSH,RadioShack,,2012-01-13,2012-09-28
RUN,Sunrun,,2020-08-03,2024-04-01
RVBD,Riverbed Technology Inc,,2012-01-13,2015-04-27
RXO,RXO,,2022-11-01,2023-01-05
RYAM,Rayonier Advanced Materials,,2014-06-27,2014-11-28
RYAN,Ryan Specialty,Financials,2024-06-28,
RYN,Rayonier,Real Estate,2012-01-13,
SABR,Sabre Corp,,2017-04-19,2022-12-01
SAFM,Sanderson Farms,,2017-09-26,2022-07-27
SAI,SAIC,,2013-09-20,
SAIA,Saia,Industrials,2021-08-30,
SAIC,Science Applications Intl Corp,Industrials,2013-09-27,
SAIL,SailPoint Technologies,,2020-10-05,2022-08-17
SAM,Boston Beer Company,Consumer Staples,2012-01-13,
SANM,Sanmina Corporation,Information Technology,2026-06-22,
SARO,StandardAero,Industrials,2026-01-22,
SATS,EchoStar,,2025-03-24,2026-03-23
SBH,Sally Beauty,,2016-09-27,2020-10-05
SBNY,Signature Bank,,2012-01-13,2021-12-20
SBRA,Sabra Health Care REIT,Real Estate,2017-08-17,
SCHL,Scholastic,,2012-01-13,2013-12-20
SCI,Service Corp Intl,Consumer Discretionary,2012-01-13,
SCOR,comScore,,2016-02-01,2017-02-13
SEDG,SolarEdge,,2019-10-18,2021-12-20
SEIC,SEI Investments Company,Financials,2012-01-13,
SF,Stifel,Financials,2012-01-13,
SFD,Smithfield Foods,,2012-01-13,2013-09-26
SFG,StanCorp Financial,,2012-01-13,2016-03-08
SFM,Sprouts Farmers Market,Consumer Staples,2016-02-09,
SGI,Somnigroup International,Consumer Discretionary,2012-01-13,
SGMS,Scientific Games,,2012-01-13,2014-04-17
SGMS,Scientific Games,,2018-01-03,
SHAW,The Shaw Group,,2012-01-13,2013-02-12
SHC,Sotera Health,Health Care,2022-06-21,
SIG,Signet Jewelers,,2018-03-19,2019-09-23
SIGI,Selective Insurance Group,Financials,2019-09-23,
SIRI,SiriusXM,Communication Services,2026-06-11,
SIRO,Sirona Dental Systems,,2014-01-28,2016-03-01
SITM,SiTime,Information Technology,2021-11-30,2023-06-19
SITM,SiTime,Information Technology,2026-03-23,
SIVB,SVB Financial,,2012-01-13,2018-03-19
SIX,Six Flags,,2017-10-02,2022-07-26
SKS,Saks,,2012-01-13,2013-11-04
SKT,Tanger Factory Outlet Centers,,2014-10-17,2020-01-21
SKX,Skechers,,2012-01-13,2025-09-12
SLAB,Silicon Labs,Information Technology,2012-01-13,
SLG,SL Green Realty,,2021-03-22,2023-03-20
SLGN,Silgan Holdings,Materials,2012-01-13,
SLH,Solera Holdings,,2012-01-13,2016-03-04
SLM,SLM Corp,Financials,2014-04-30,
SLXP,Salix Pharmaceuticals,,2013-07-30,2015-04-07
SM,SM Energy,,2012-01-13,2019-07-09
SMCI,Supermicro,,2022-12-22,2024-03-18
SMG,Scotts Miracle-Gro Company,Materials,2012-01-13,
SMTC,Semtech,Information Technology,2012-01-13,2022-12-19
SMTC,Semtech,Information Technology,2026-06-22,
SN,SharkNinja,Consumer Discretionary,2026-05-18,
SNPS,Synopsys,,2012-01-13,2017-03-16
SNV,Synovus,,2012-01-13,2026-01-02
SNX,TD Synnex,Information Technology,2015-12-29,
SOLS,Solstice Advanced Materials,Materials,2026-03-23,
SON,Sonoco,Materials,2012-01-13,
SPN,Superior Energy Services,,2012-01-13,2018-11-14
SPWR,SunPower,,2021-10-05,2023-06-19
SPXC,SPX Technologies,Industrials,2025-12-22,
SR,Spire,Utilities,2012-01-13,
SRC,Spirit Realty,,2019-07-09,2024-01-23
SRCL,Stericycle,,2012-01-13,2024-11-06
SRPT,Sarepta Therapeutics,,2024-06-03,2025-09-02
SSB,South State Bank,Financials,2023-03-20,
SSD,Simpson Manufacturing,Industrials,2020-10-07,
ST,Sensata Technologies,Industrials,2023-09-18,
STAA,STAAR Surgical,,2021-01-29,2023-08-22
STAG,STAG Industrial,Real Estate,2023-05-04,
STE,STERIS plc,,2012-01-13,2019-12-13
STL,Sterling Bancorp,,2017-10-02,2022-02-01
STLD,Steel Dynamics,,2012-01-13,2022-12-22
STOR,Store Capital,,2020-05-06,2023-02-06
STR,Questar,,2012-01-13,2016-09-16
STRA,Strayer Education,,2012-01-13,2013-08-30
STRA,Strayer Education,,2020-06-22,2021-08-03
STRL,Sterling Infrastructure,Industrials,2025-11-13,
STWD,Starwood Property Trust,Financials,2023-03-20,
SUG,Southern Union,,2012-01-13,2012-03-26
SUNE,SunEdison,,2012-01-13,2016-04-04
SVC,Service Properties Trust,,2012-01-13,2021-06-04
SVU,SUPERVALU,,2012-04-30,2016-09-01
SWAV,Shockwave Medical,,2022-06-21,2024-06-03
SWI,SolarWinds,,2012-07-31,2016-02-09
SWN,Southwestern Energy,,2017-04-04,2019-12-13
SWN,Southwestern Energy,,2022-07-06,2024-10-01
SWX,Southwest Gas Corp,Utilities,2016-06-30,
SXT,Sensient Technologies,,2012-01-13,2023-09-18
SYNA,Synaptics,Information Technology,2012-01-13,
SYNH,Syneos Health,,2012-01-13,2023-09-29
TCBI,Texas Capital Bancshares,Financials,2017-03-29,
TCF,TCF Financial Corporation,,2012-01-13,2021-06-09
TCO,Taubman Centers,,2012-01-13,2020-12-29
TDC,Teradata,,2017-06-19,2025-03-24
TDS,Telephone and Data Systems,,2012-01-13,2021-12-20
TDY,Teledyne Technologies,,2012-01-13,2020-06-22
TECD,Tech Data,,2012-01-13,2020-06-30
TECH,Bio-Techne,,2012-01-13,2021-08-30
TER,Teradyne,,2013-12-20,2020-09-21
TEX,Terex,Industrials,2012-01-13,
TFX,Teleflex,,2012-01-13,2019-01-18
TGI,Triumph Group,,2012-01-13,2017-02-02
TGNA,"Tegna, Inc.",,2017-06-02,2024-09-23
THC,Tenet Health,Health Care,2016-04-18,
THG,Hanover Insurance,Financials,2012-01-13,
THO,Thor Industries,Consumer Discretionary,2012-01-13,
THS,TreeHouse Foods,,2014-12-09,2021-09-03
TIBX,TIBCO Software,,2012-01-13,2014-12-04
TIME,Time Inc.,,2014-06-06,2017-06-02
TKO,TKO Group Holdings,,2012-01-13,2025-03-24
TKR,Timken,Industrials,2012-01-13,
TLAB,Tellabs,,2012-01-13,2013-06-28
TLN,Talen Energy,Utilities,2015-06-01,
TMHC,Taylor Morrison,Consumer Discretionary,2020-01-31,
TMST,TimkenSteel,,2014-06-30,2015-07-30
TNB,Thomas & Betts,,2012-01-13,2012-05-15
TNDM,Tandem Diabetes Care,,2021-09-20,2023-03-20
TNL,Travel + Leisure Co.,Consumer Discretionary,2012-01-13,
TOL,Toll Brothers,Consumer Discretionary,2012-01-13,
TPH,Tri Pointe Homes,,2012-01-13,2022-05-03
TPL,Texas Pacific Land Corporation,,2024-06-24,2024-11-26
TPX,Tempur-Pedic International,,2012-05-15,
TR,Tootsie Roll,,2012-01-13,2021-12-20
TREE,LendingTree,,2018-03-08,2021-10-22
TREX,Trex,Industrials,2019-04-01,
TRGP,Targa Resources,,2021-06-09,2022-10-12
TRIP,TripAdvisor,,2019-12-13,2023-09-18
TRMB,Trimble Inc.,,2012-01-13,2021-01-21
TRMK,Trustmark Corporation,,2012-01-13,2021-08-30
TRN,Trinity Industries,,2012-01-13,2022-06-21
TRU,TransUnion,Industrials,2025-09-22,
TSCO,Tractor Supply,,2012-01-13,2014-01-23
TTC,Toro,Industrials,2012-01-13,
TTEK,Tetra Tech,Industrials,2019-08-01,
TTMI,TTM Technologies,Information Technology,2026-01-30,
TTWO,Take-Two Interactive,,2017-03-20,2018-03-19
TUP,Tupperware Brands Corp,,2012-01-13,2019-09-23
TW,Towers Watson,,2012-01-13,2016-01-05
TWLO,Twilio,Information Technology,2025-08-19,
TWTC,TW Telecom,,2012-01-13,2014-11-04
TXNM,TXNM Energy,Utilities,2012-01-13,
TXRH,Texas Roadhouse,Consumer Discretionary,2016-05-12,
TYL,Tyler Technologies,,2014-12-04,2020-06-22
UA/UAA,Under Armour,,2022-06-21,
UAA,Under Armour,,2012-01-13,2014-04-30
UAA/UA,Under Armour,,2012-01-13,2025-12-22
UBSI,United Bankshares,Financials,2017-04-12,
UDR,"UDR, Inc.",,2012-01-13,2016-03-07
UE,Urban Edge Properties,,2012-01-13,2022-02-18
UFPI,UFP Industries,Industrials,2023-02-23,
UFS,Domtar,,2012-01-13,2021-04-20
UGI,UGI Corp,Utilities,2012-01-13,
UHS,Universal Health Services,,2012-01-13,2014-09-19
ULS,UL Solutions,Industrials,2025-12-22,
ULTI,The Ultimate Software Group,,2014-08-14,2019-05-07
UMBF,UMB Financial Corp.,Financials,2012-01-13,
UMPQ,Umpqua Holdings,,2014-04-17,2023-03-01
UNFI,United Natural Foods,,2012-12-21,2018-11-12
UNIT,Uniti Group,,2012-01-13,2019-12-17
UNM,Unum,Financials,2021-09-20,
UNT,Unit Corp,,2012-01-13,2015-07-01
UNVR,Univar Solutions,,2020-06-22,2023-08-04
URBN,Urban Outfitters,,2017-03-20,2022-06-21
URI,United Rentals,,2012-01-13,2014-09-19
URS,URS,,2012-01-13,2014-10-17
USFD,US Foods,Consumer Staples,2023-03-20,
UTHR,United Therapeutics,Health Care,2012-01-13,
UTIW,UTi Worldwide,,2012-01-13,2014-05-28
UVV,Universal,,2012-01-13,2014-10-31
VAC,Marriott Vacations Worldwide,,2018-09-04,2025-12-22
VAL,Valaris,Energy,2012-01-13,2017-06-02
VAL,Valaris,Energy,2012-01-13,2019-09-23
VAL,Valaris,Energy,2023-03-20,
VC,Visteon,Consumer Discretionary,2018-07-11,
VCI,Valassis Communications,,2012-01-13,2014-01-31
VFC,VF Corporation,Consumer Discretionary,2025-03-24,
VIAV,Viavi Solutions,Information Technology,2026-06-22,
VICR,Vicor Corporation,Industrials,2021-12-20,2023-10-20
VICR,Vicor Corporation,Industrials,2026-03-23,
VLY,Valley Bank,Financials,2012-01-13,
VMI,Valmont Industries,Industrials,2012-01-13,
VNO,Vornado Realty Trust,Real Estate,2023-01-05,
VNOM,Viper Energy,Energy,2024-09-23,
VNT,Vontier,Information Technology,2021-03-22,
VOYA,Voya Financial,Financials,2021-12-28,
VRTX,Vertex Pharmaceuticals,,2012-01-13,2013-09-20
VSAT,ViaSat,,2016-05-03,2023-03-20
VSCO,Victoria's Secret,,2021-08-04,2023-06-19
VSH,Vishay Intertechnology,,2012-01-13,2024-12-23
VSM,Versum Materials,,2016-10-03,2019-10-08
VST,Vistra Corp,,2023-09-18,2024-05-03
VSTO,Vista Outdoor,,2012-01-13,2017-03-20
VSTS,Vestis,,2023-10-02,2023-12-18
VVC,Vectren,,2012-01-13,2019-02-06
VVV,Valvoline,Consumer Discretionary,2017-05-16,
VYX,NCR Voyix,,2012-01-13,2024-01-02
WABC,Westamerica Bancorporation,,2012-01-13,2014-09-19
WAFD,"WaFd, Inc.",,2012-01-13,2023-03-20
WAL,Western Alliance Bancorporation,Financials,2024-09-23,
WBMD,webMD Health,,2016-04-04,2017-09-18
WBS,Webster Bank,Financials,2012-01-13,
WCC,WESCO International,Industrials,2023-06-19,
WCG,WellCare,,2012-01-13,2018-09-17
WDR,Waddell & Reed,,2012-01-13,2017-04-28
WEN,Wendy's,,2012-01-13,2025-09-22
WERN,Werner Enterprises,,2012-01-13,2024-06-24
WETF,WisdomTree Investments,,2015-06-11,2017-03-29
WEX,WEX Inc.,Financials,2012-01-13,
WFRD,Weatherford International,Energy,2023-09-18,
WGL,WGL Holdings,,2012-01-13,2018-07-11
WH,Wyndham Hotels & Resorts,Consumer Discretionary,2012-01-13,
WHR,Whirlpool Corporation,Consumer Discretionary,2024-03-18,
WIN,Windstream,,2012-01-13,2015-06-01
WING,Wingstop,Consumer Discretionary,2020-09-21,
WLK,Westlake Corporation,Materials,2022-10-18,
WLY,John Wiley & Sons,,2012-01-13,2023-06-19
WMG,Warner Music Group,Communication Services,2024-06-24,
WMS,Advanced Drainage Systems,Industrials,2023-03-20,
WNR,Western Refining,,2014-11-24,2017-06-02
WOLF,Wolfspeed,,2012-01-13,2024-09-23
WOOF,VCA Inc.,,2012-01-13,2017-09-18
WOR,Worthington Industries,,2012-01-13,2023-11-30
WPC,W. P. Carey,Real Estate,2023-11-30,
WPG,Washington Prime Group,,2014-05-28,2018-05-01
WPX,WPX Energy,,2014-03-21,2021-01-07
WR,Westar Energy (renamed Evergy),,2012-01-13,2018-06-05
WRB,W.R. Berkley,,2012-01-13,2019-11-27
WRI,Weingarten Realty,,2012-01-13,2021-08-04
WSM,"Williams-Sonoma, Inc.",,2012-01-13,2025-03-24
WSO,Watsco,Industrials,2012-01-13,
WST,West Pharmaceutical Services,,2012-01-13,2020-05-18
WTFC,Wintrust Financial,Financials,2017-04-03,
WTRG,Essential Utilities,Utilities,2012-01-13,
WTS,Watts Water Technologies,Industrials,2022-02-01,
WTW,Weight Watchers,,2018-09-18,
WU,Western Union,,2021-12-20,2025-10-06
WW,WW International,,2012-01-13,2021-09-20
WWAV,WhiteWave Foods,,2013-05-23,2017-04-12
WWD,"Woodward, Inc.",Industrials,2012-01-13,
WWE,World Wrestling Entertainment,,2018-08-01,
WXS,Wright Express,,2012-03-26,
WYND,Wyndham Destinations,,2018-05-31,
X,United States Steel,,2014-07-01,2025-06-24
XEC,Cimarex Energy,,2012-01-13,2014-06-20
XEC,Cimarex Energy,,2020-02-27,2021-10-05
XLS,Exelis,,2012-01-13,2015-05-29
XPO,"XPO, Inc.",Industrials,2012-01-13,
XRAY,Dentsply Sirona,Health Care,2024-04-03,
XRX,Xerox,,2021-03-22,2023-09-18
Y,Alleghany,,2012-01-13,2022-10-20
YELP,Yelp,,2018-12-12,2022-06-21
YETI,Yeti Holdings,Consumer Discretionary,2021-01-21,
ZBRA,Zebra Technologies,,2012-01-13,2019-12-13
ZD,Ziff Davis,,2012-01-13,2024-09-23
ZI,ZoomInfo,,2023-06-19,
ZION,Zions Bancorporation,Financials,2024-03-18,
